locus_id,accession,gene_gi,scaffold_id,start,stop,strand,gene_id,gene_name,gene_desc,cog,cog_fun,cog_desc,tigr_fam,tigr_roles,go,ec,ec_desc
532524,NP_987457.1,45357900.0,550,333661,333215,-,MMP0337,MMP0337,conserved hypothetical protein (NCBI),COG4029,S,Uncharacterized protein conserved in archaea,TIGR03272 putative methanogenesis marker protein 6,Energy metabolism:Methanogenesis,,,
532525,NP_987458.1,45357901.0,550,334742,333690,-,MMP0338,MMP0338,phosphoribosyltransferase related protein (NCBI),COG2038,H,NaMN:DMB phosphoribosyltransferase,TIGR00303 TIGR00303 family protein,Hypothetical proteins:Conserved,"GO:0009236,GO:0008939",,
532526,NP_987459.1,45357902.0,550,334861,335376,+,MMP0339,MMP0339,NUDIX hydrolase (NCBI),COG1051,F,ADP-ribose pyrophosphatase,,,GO:0016787,3.6.1.-,
5451359,,,550,335487,335564,+,RNA10,tRNA-Arg1,tRNA-Arg (RefSeq),,,,,,,,
5451360,,,550,335592,335666,+,RNA11,tRNA-Glu1,tRNA-Glu (RefSeq),,,,,,,,
532529,NP_987460.1,45357903.0,550,335879,337588,+,MMP0340,pycB,pyruvate carboxylase subunit B (NCBI),COG5016,C,Pyruvate/oxaloacetate carboxyltransferase,TIGR01108 oxaloacetate decarboxylase alpha subunit [oadA],Energy metabolism:Other,"GO:0006814,GO:0008152,GO:0004736,GO:0008948","4.1.1.3,6.4.1.1","Oxaloacetate decarboxylase.,Pyruvate carboxylase."
532530,NP_987461.1,45357904.0,550,337634,339139,+,MMP0341,pycA,pyruvate carboxylase subunit A (NCBI),COG4770,I,"Acetyl/propionyl-CoA carboxylase, alpha subunit","TIGR00514 acetyl-CoA carboxylase, biotin carboxylase subunit [accC]",Fatty acid and phospholipid metabolism:Biosynthesis,"GO:0008152,GO:0009343,GO:0003989,GO:0004075,GO:0009374,GO:0005524",6.4.1.2,Acetyl-CoA carboxylase.
5451361,,,550,339245,339321,+,RNA12,tRNA-Val1,tRNA-Val (RefSeq),,,,,,,,
532532,NP_987462.1,45357905.0,550,339432,339866,+,MMP0342,MMP0342,Conserved hypothetical protein (NCBI),COG3353,N,Putative archaeal flagellar protein F,,,GO:0019861,,
532533,NP_987463.1,45357906.0,550,340538,339867,-,MMP0343,MMP0343,conserved hypothetical protein (NCBI),COG2102,R,Predicted ATPases of PP-loop superfamily,"TIGR00289 TIGR00289 family protein,TIGR00290 MJ0570-related uncharacterized domain,TIGR03679 arCOG00187 universal archaeal metal-binding-domain/4Fe-4S-binding-domain containing ABC transporter, ATP-binding protein",Hypothetical proteins:Conserved,,,
532534,NP_987464.1,45357907.0,550,341472,340591,-,MMP0344,MMP0344,conserved hypothetical archaeal protein (NCBI),,,,,,,,
532535,NP_987465.1,45357908.0,550,342424,341597,-,MMP0345,MMP0345,Conserved hypothetical protein (NCBI),COG226,P,"ABC-type phosphate transport system, periplasmic component",TIGR02136 phosphate binding protein [pstS],Transport and binding proteins:Anions,GO:0006810,,
532536,NP_987466.1,45357909.0,550,343588,342467,-,MMP0346,MMP0346,2-hydroxyglutaryl-CoA dehydratase (Component D) related protein (NCBI),COG1775,E,"Benzoyl-CoA reductase/2-hydroxyglutaryl-CoA dehydratase subunit, BcrC/BadD/HgdB",,,,,
532537,NP_987467.1,45357910.0,550,344128,343814,-,MMP0347,MMP0347,hypothetical protein (NCBI),,,,,,,,
532538,NP_987468.1,45357911.0,550,344812,344219,-,MMP0348,MMP0348,Conserved hypothetical protein (NCBI),COG1584,S,Predicted membrane protein,,,GO:0016020,,
532539,NP_987469.1,45357912.0,550,345679,344939,-,MMP0349,MMP0349,2-hydroxyglutaryl-CoA dehydratase (Component A) related protein (NCBI),COG1924,I,Activator of 2-hydroxyglutaryl-CoA dehydratase (HSP70-class ATPase domain),TIGR00241 putative CoA-substrate-specific enzyme activase,,GO:0005975,,
532540,NP_987470.1,45357913.0,550,345820,346410,+,MMP0350,MMP0350,Bacterial transferase hexapeptide repeat (NCBI),COG1043,M,Acyl-[acyl carrier protein]--UDP-N-acetylglucosamine O-acyltransferase,,,GO:0008415,,
532541,NP_987471.1,45357914.0,550,346412,347515,+,MMP0351,aspB-like1,DegT/DnrJ/EryC1/StrS aminotransferase (NCBI),COG399,M,Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis,,,"GO:0003824,GO:0030170",,
532542,NP_987472.1,45357915.0,550,347515,348450,+,MMP0352,MMP0352,Putative oxidoreductase (NCBI),COG673,R,Predicted dehydrogenases and related proteins,,,"GO:0006118,GO:0016491",,
532543,NP_987473.1,45357916.0,550,348468,349775,+,MMP0353,MMP0353,UDP-glucose/GDP-mannose dehydrogenase Related protein (NCBI),COG677,M,UDP-N-acetyl-D-mannosaminuronate dehydrogenase,TIGR03026 nucleotide sugar dehydrogenase,,"GO:0006118,GO:0016616,GO:0051287",,
532544,NP_987474.1,45357917.0,550,349799,351034,+,MMP0354,MMP0354,putative oligosaccharide transporter (NCBI),COG2244,R,Membrane protein involved in the export of O-antigen and teichoic acid,,,"GO:0000271,GO:0006855,GO:0016020,GO:0015297,GO:0005515,GO:0015238",,
532545,NP_987475.1,45357918.0,550,352514,351015,-,MMP0355,MMP0355,conserved hypothetical protein (NCBI),,,,,,,,
532546,NP_987476.1,45357919.0,550,353708,352524,-,MMP0356,MMP0356,"Glycosyl transferase, group 1 (NCBI)",COG438,M,Glycosyltransferase,,,GO:0009058,,
532547,NP_987477.1,45357920.0,550,354788,353715,-,MMP0357,MMP0357,UDP-N-acetylglucosamine 2-epimerase (NCBI),COG381,M,UDP-N-acetylglucosamine 2-epimerase,TIGR00236 UDP-N-acetylglucosamine 2-epimerase,Cell envelope:Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,"GO:0006047,GO:0009103,GO:0008761",5.1.3.14,UDP-N-acetylglucosamine 2-epimerase.
532548,NP_987478.1,45357921.0,550,355911,354790,-,MMP0358,MMP0358,conserved hypothetical archaeal protein (NCBI),COG1817,S,Uncharacterized protein conserved in archaea,,,,,
532549,NP_987479.1,45357922.0,550,356598,355921,-,MMP0359,MMP0359,"Glycosyl transferase, family 2 (NCBI)",COG463,M,Glycosyltransferases involved in cell wall biogenesis,,,,,
532550,NP_987480.1,45357923.0,550,356729,357700,+,MMP0360,MMP0360,conserved hypothetical protein (NCBI),COG4743,S,Predicted membrane protein,,,,,
532551,NP_987481.1,45357924.0,550,358256,357702,-,MMP0361,MMP0361,hypothetical protein (NCBI),,,,,,,,
532552,NP_987482.1,45357925.0,550,359554,358253,-,MMP0362,MMP0362,Conserved Hypothetical Protein (NCBI),COG1721,R,Uncharacterized conserved protein (some members contain a von Willebrand factor type A (vWA) domain),,,,,
532553,NP_987483.1,45357926.0,550,360499,359558,-,MMP0363,MMP0363,methanol dehydrogenase regulatory protein related protein (NCBI),COG714,R,MoxR-like ATPases,,,"GO:0006270,GO:0003677,GO:0016887,GO:0005524,GO:0008094",3.6.3.-,
532554,NP_987484.1,45357927.0,550,361472,360474,-,MMP0364,MMP0364,conserved hypothetical protein (NCBI),,,,,,,,
532555,NP_987485.1,45357928.0,550,363307,361472,-,MMP0365,MMP0365,conserved hypothetical protein (NCBI),,,,,,,,
532556,NP_987486.1,45357929.0,550,363355,364086,+,MMP0366,MMP0366,conserved hypothetical protein (NCBI),,,,,,,,
532557,NP_987487.1,45357930.0,550,364087,364338,+,MMP0367,MMP0367,conserved hypothetical protein (NCBI),,,,,,,,
532558,NP_987488.1,45357931.0,550,364502,364705,+,MMP0368,MMP0368,conserved hypothetical protein (NCBI),,,,,,,,
532559,NP_987489.1,45357932.0,550,364974,366938,+,MMP0369,MMP0369,conserved hypothetical protein (NCBI),,,,,,,,
532560,NP_987490.1,45357933.0,550,366983,368389,+,MMP0370,MMP0370,hypothetical protein (NCBI),,,,,,,,
532561,NP_987491.1,45357934.0,550,368523,369152,+,MMP0371,MMP0371,conserved hypothetical protein (NCBI),COG2860,S,Predicted membrane protein,,,,,
532562,NP_987492.1,45357935.0,550,370065,369232,-,MMP0372,mtd,F420-dependent methylenetetrahydromethanopterin dehydrogenase (NCBI),COG1927,C,"Coenzyme F420-dependent N(5),N(10)-methenyltetrahydromethanopterin dehydrogenase",,,"GO:0015948,GO:0008901,GO:0030268",1.5.99.9,Methylenetetrahydromethanopterin dehydrogenase.
532563,NP_987493.1,45357936.0,550,370269,370517,+,MMP0373,MMP0373,hypothetical protein (NCBI),,,,,,,,
532564,NP_987494.1,45357937.0,550,371087,370557,-,MMP0374,MMP0374,conserved hypothetical protein (NCBI),COG1439,R,"Predicted nucleic acid-binding protein, consists of a PIN domain and a Zn-ribbon module",,,,,
532565,NP_987495.1,45357938.0,550,371172,372545,+,MMP0375,MMP0375,conserved hypothetical protein (NCBI),COG2100,R,Predicted Fe-S oxidoreductase,,,"GO:0003824,GO:0051536",,
532566,NP_987496.1,45357939.0,550,374194,373010,-,MMP0376,MMP0376,conserved hypothetical protein (NCBI),COG1423,L,"ATP-dependent DNA ligase, homolog of eukaryotic ligase III","TIGR01209 RNA ligase, Pab1020 family",Transcription:RNA processing,"GO:0006310,GO:0006260,GO:0006281,GO:0003910,GO:0005524",6.5.1.1,DNA ligase (ATP).
532567,NP_987497.1,45357940.0,550,374844,374200,-,MMP0377,MMP0377,isoleucyl-tRNA synthetase related (NCBI),COG613,R,Predicted metal-dependent phosphoesterases (PHP family),,,"GO:0006260,GO:0003677,GO:0003887",,
532568,NP_987498.1,45357941.0,550,376156,374873,-,MMP0378,MMP0378,Atrazine chlorohydrolase related protein (NCBI),COG402,FR,Cytosine deaminase and related metal-dependent hydrolases,,,GO:0016810,,
532569,NP_987499.1,45357942.0,550,376485,376162,-,MMP0379,MMP0379,conserved hypothetical protein (NCBI),,,,,,,,
532570,NP_987500.1,45357943.0,550,378844,376490,-,MMP0380,dnaB,DNA polymerase family B (NCBI),COG417,L,DNA polymerase elongation subunit (family B),TIGR00592 DNA polymerase (pol2),"DNA metabolism:DNA replication, recombination, and repair","GO:0006260,GO:0005634,GO:0003894,GO:0003677,GO:0000166,GO:0016451,GO:0016452,GO:0016000,GO:0016449,GO:0016450,GO:0003893,GO:0015999,GO:0003890,GO:0003891,GO:0003895,GO:0003889,GO:0019984,GO:0016448",2.7.7.7,DNA-directed DNA polymerase.
532571,NP_987501.1,45357944.0,550,379027,379512,+,MMP0381,MMP0381,3-isopropylmalate dehydratase small subunit Related (NCBI),COG66,E,3-isopropylmalate dehydratase small subunit,"TIGR02087 3-isopropylmalate dehydratase, small subunit",,"GO:0009098,GO:0009316,GO:0003861",4.2.1.33,3-isopropylmalate dehydratase.
532572,NP_987502.1,45357945.0,550,379591,381363,+,MMP0382,MMP0382,RNase L inhibitor (NCBI),COG1245,R,"Predicted ATPase, RNase L inhibitor (RLI) homolog",,,"GO:0006118,GO:0005524,GO:0009055,GO:0016887,GO:0051536",,
532573,NP_987503.1,45357946.0,550,381781,383508,+,MMP0383,slp,S-layer protein (NCBI),,,,TIGR01564 S-layer protein,Cell envelope:Surface structures,GO:0005618,,
5451362,,,550,383800,383722,-,RNA34,tRNA-Met4,tRNA-Met (RefSeq),,,,,,,,
5451363,,,550,383965,383887,-,RNA33,tRNA-Met3,tRNA-Met (RefSeq),,,,,,,,
532576,NP_987504.1,45357947.0,550,384262,384080,-,MMP0384,MMP0384,conserved hypothetical protein (NCBI),COG4068,S,Uncharacterized protein containing a Zn-ribbon,,,,,
532577,NP_987505.1,45357948.0,550,385045,384368,-,MMP0385,pyrH,uridylate kinase (NCBI),COG528,F,Uridylate kinase,TIGR02076 putative uridylate kinase [pyrH],"Purines, pyrimidines, nucleosides, and nucleotides:Nucleotide and nucleoside interconversions","GO:0008652,GO:0006221,GO:0009041",2.7.4.22,UMP kinase.
532578,NP_987506.1,45357949.0,550,385485,385282,-,MMP0386,HMmA,archaeal histone A (NCBI),COG2036,B,Histones H3 and H4,,,"GO:0006352,GO:0005622,GO:0005634,GO:0043565,GO:0016986",,
532579,NP_987507.1,45357950.0,550,385673,386296,+,MMP0387,MMP0387,microsomal signal peptidase 21 KD subunit (NCBI),,,,,,"GO:0006465,GO:0006508,GO:0016020,GO:0009004,GO:0008233",3.4.21.89,Signal peptidase I.
532580,NP_987508.1,45357951.0,550,387500,386328,-,MMP0388,MMP0388,geranylgeranyl bacterial chlorophyll reductase related (NCBI),COG644,C,Dehydrogenases (flavoproteins),TIGR02032 geranylgeranyl reductase family,"Biosynthesis of cofactors, prosthetic groups, and carriers:Chlorophyll and bacteriochlorphyll","GO:0006118,GO:0006725,GO:0008033,GO:0004497,GO:0050660,GO:0004148",,
532581,NP_987509.1,45357952.0,550,387667,387503,-,MMP0389,MMP0389,ferredoxin (NCBI),,,,,,"GO:0006118,GO:0051536,GO:0009055",,
532582,NP_987510.1,45357953.0,550,388413,387754,-,MMP0390,MMP0390,conserved hypothetical protein (NCBI),COG1986,S,Uncharacterized conserved protein,TIGR00258 inosine/xanthosine triphosphatase,"Purines, pyrimidines, nucleosides, and nucleotides:Other",,,
532583,NP_987511.1,45357954.0,550,389627,388479,-,MMP0391,aspC,Aspartate aminotransferase (NCBI),COG75,E,Serine-pyruvate aminotransferase/archaeal aspartate aminotransferase,,,"GO:0008152,GO:0008483,GO:0030170",2.6.1.-,
532584,NP_987512.1,45357955.0,550,391060,389726,-,MMP0392,purD,Phosphoribosylamine--glycine ligase (NCBI),COG151,F,Phosphoribosylamine-glycine ligase,TIGR00877 phosphoribosylamine--glycine ligase [purD],"Purines, pyrimidines, nucleosides, and nucleotides:Purine ribonucleotide biosynthesis","GO:0009113,GO:0005524,GO:0004637",6.3.4.13,Phosphoribosylamine--glycine ligase.
532585,NP_987513.1,45357956.0,550,391776,391261,-,MMP0393,MMP0393,phosphoesterase-like protein (NCBI),COG622,R,Predicted phosphoesterase,"TIGR00040 phosphodiesterase, MJ0936 family",Unknown function:Enzymes of unknown specificity,GO:0016787,3.1.-.-,
532586,NP_987514.1,45357957.0,550,392569,391835,-,MMP0394,hemD,Uroporphyrinogen III synthase (NCBI),COG1587,H,Uroporphyrinogen-III synthase,,,"GO:0033014,GO:0004852",4.2.1.75,Uroporphyrinogen-III synthase.
532587,NP_987515.1,45357958.0,550,392863,392585,-,MMP0395,MMP0395,hypothetical protein (NCBI),,,,,,,,
532588,NP_987516.1,45357959.0,550,393105,394397,+,MMP0396,eno,Enolase (NCBI),COG148,G,Enolase,TIGR01060 phosphopyruvate hydratase [eno],Energy metabolism:Glycolysis/gluconeogenesis,"GO:0006096,GO:0000015,GO:0004634",4.2.1.11,Phosphopyruvate hydratase.
532589,NP_987517.1,45357960.0,550,394599,397277,+,MMP0397,alaS,Alanyl-tRNA synthetase (NCBI),COG13,J,Alanyl-tRNA synthetase,"TIGR00344 alanine--tRNA ligase [alaS],TIGR03683 alanine--tRNA ligase [alaS]",Protein synthesis:tRNA aminoacylation,"GO:0006419,GO:0005737,GO:0005524,GO:0004813,GO:0003676,GO:0016787",6.1.1.7,Alanine--tRNA ligase.
532590,NP_987518.1,45357961.0,550,397319,398191,+,MMP0398,MMP0398,Conserved hypothetical archaeal protein (NCBI),COG1829,R,Predicted archaeal kinase (sugar kinase superfamily),,,"GO:0016310,GO:0005524,GO:0016301",,
532591,NP_987519.1,45357962.0,550,398202,399059,+,MMP0399,htpX,Peptidase family M48 (NCBI),COG501,O,Zn-dependent protease with chaperone function,,,"GO:0006508,GO:0016020,GO:0004222",3.4.24.-,
532592,NP_987520.1,45357963.0,550,399069,399722,+,MMP0400,ehbQ,Conserved hypothetical protein (NCBI),COG1707,R,ACT domain-containing protein,,,"GO:0008152,GO:0016597",,
532593,NP_987521.1,45357964.0,550,399758,400696,+,MMP0401,metE,5-methyltetrahydropteroyltriglutamate-- homocystei ne S-methyltransferase (NCBI),COG620,E,Methionine synthase II (cobalamin-independent),,,"GO:0009086,GO:0003871",2.1.1.14,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase.
532594,NP_987522.1,45357965.0,550,400715,402076,+,MMP0402,MMP0402,Conserved hypothetical Archael protein (NCBI),,,,,,"GO:0006355,GO:0005622,GO:0003700",,
532595,NP_987523.1,45357966.0,550,402378,403463,+,MMP0403,MMP0403,Conserved hypothetical Archael protein (NCBI),COG1819,GC,"Glycosyl transferases, related to UDP-glucuronosyltransferase",TIGR00661 conserved hypothetical protein,Hypothetical proteins:Conserved,"GO:0005975,GO:0030259,GO:0016758,GO:0030246",,
532596,NP_987524.1,45357967.0,550,403481,404410,+,MMP0404,cofD,LPPG:FO 2-phospho-(S)-lactate transferase (NCBI),COG391,S,Uncharacterized conserved protein,TIGR01819 LPPG:FO 2-phospho-L-lactate transferase [cofD],,,"2.7.1.-,2.7.8.-",","
532597,NP_987525.1,45357968.0,550,404516,405316,+,MMP0405,gch3,GTP cyclohydrolase III (NCBI),COG2429,S,Uncharacterized conserved protein,,,"GO:0009058,GO:0043740",3.5.4.29,GTP cyclohydrolase IIa.
532598,NP_987526.1,45357969.0,550,405344,406114,+,MMP0406,MMP0406,Putative TIM-barrel protein (NCBI),COG42,J,tRNA-dihydrouridine synthase,TIGR00736 putative TIM-barrel protein,Unknown function:General,"GO:0008033,GO:0008152,GO:0003824,GO:0050660,GO:0016491",,
532599,NP_987527.1,45357970.0,550,406542,406129,-,MMP0407,MMP0407,conserved hypothetical archaeal protein with 2 CBS domains. (NCBI),COG517,R,FOG: CBS domain,,,"GO:0008152,GO:0003824",,
532600,NP_987528.1,45357971.0,550,406701,407621,+,MMP0408,MMP0408,"H+-transporting two-sector ATPase, A subunit (NCBI)",COG3367,S,Uncharacterized conserved protein,,,"GO:0015992,GO:0016469,GO:0016820",,
532601,NP_987529.1,45357972.0,550,408801,407641,-,MMP0409,MMP0409,conserved hypothetical archaeal protein (NCBI),,,,,,"GO:0006118,GO:0016614,GO:0050660",,
532602,NP_987530.1,45357973.0,550,408933,409796,+,MMP0410,prsA,Phosphoribosyltransferase:Purine/pyrimidine phosphoribosyl transferase (NCBI),COG462,FE,Phosphoribosylpyrophosphate synthetase,TIGR01251 ribose-phosphate diphosphokinase [prs],"Purines, pyrimidines, nucleosides, and nucleotides:Purine ribonucleotide biosynthesis","GO:0009116,GO:0009165,GO:0000287,GO:0004749",2.7.6.1,Ribose-phosphate diphosphokinase.
532603,NP_987531.1,45357974.0,550,410370,409867,-,MMP0411,comD,Sulfopyruvate decarboxylase subunit alpha (NCBI),COG4032,R,Predicted thiamine-pyrophosphate-binding protein,"TIGR03845 sulfopyruvate decarboxylase, alpha subunit [comD]",Energy metabolism:Methanogenesis,"GO:0006118,GO:0016491,GO:0030976,GO:0050545",4.1.1.79,Sulfopyruvate decarboxylase.
532604,NP_987532.1,45357975.0,550,410405,411682,+,MMP0412,MMP0412,Protein of unknown function UPF0004:Deoxyribonuclease/rho motif-related TRAM (NCBI),COG621,J,2-methylthioadenine synthetase,"TIGR00089 radical SAM methylthiotransferase, MiaB/RimO family,TIGR01578 MiaB-like tRNA modifying enzyme, archaeal-type",Protein synthesis:tRNA and rRNA base modification,"GO:0008152,GO:0051536,GO:0032440",1.3.1.74,2-alkenal reductase.
532605,NP_987533.1,45357976.0,550,411833,414028,+,MMP0413,MMP0413,Conserved hypothetical protein (NCBI),COG840,NT,Methyl-accepting chemotaxis protein,,,"GO:0006935,GO:0007165,GO:0016020,GO:0004871",,
532606,NP_987534.1,45357977.0,550,415959,414091,-,MMP0414,thrS,Threonyl-tRNA synthetase (NCBI),COG441,J,Threonyl-tRNA synthetase,TIGR00418 threonine--tRNA ligase [thrS],Protein synthesis:tRNA aminoacylation,"GO:0006435,GO:0005737,GO:0004829,GO:0005524",6.1.1.3,Threonine--tRNA ligase.
532607,NP_987535.1,45357978.0,550,416131,417777,+,MMP0415,MMP0415,Eukaryotic protein kinase:Glycoprotease (M22) metalloprotease:Tyrosine protein kinase (NCBI),COG533,O,Metal-dependent proteases with possible chaperone activity,"TIGR00329 metallohydrolase, glycoprotease/Kae1 family,TIGR03722 universal archaeal protein Kae1 [kae1],TIGR03724 Kae1-associated kinase Bud32","DNA metabolism:DNA replication, recombination, and repair","GO:0009103,GO:0006508,GO:0006468,GO:0016020,GO:0004674,GO:0005524,GO:0008270,GO:0004713,GO:0008450","2.7.-.-,2.7.1.-,3.4.24.57",",,O-sialoglycoprotein endopeptidase."
532608,NP_987536.1,45357979.0,550,417866,418462,+,MMP0416,MMP0416,conserved hypothetical protein (NCBI),,,,,,,,
532609,NP_987537.1,45357980.0,550,418670,419395,+,MMP0417,hisA,1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)me thylideneamino)imidazole-4-carboxamide isomerase (NCBI),COG106,E,Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase,TIGR00007 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase [hisA],Amino acid biosynthesis:Histidine family,"GO:0000105,GO:0003949",5.3.1.16,isomerase.
532610,NP_987538.1,45357981.0,550,419415,420323,+,MMP0418,MMP0418,"Carbohydrate kinase, PfkB (NCBI)",COG524,G,"Sugar kinases, ribokinase family",,,"GO:0006014,GO:0004747",2.7.1.15,Ribokinase.
532611,NP_987539.1,45357982.0,550,420466,421977,+,MMP0419,MMP0419,Sodium:neurotransmitter symporter (NCBI),COG733,R,Na+-dependent transporters of the SNF family,,,"GO:0006836,GO:0005887,GO:0005328",,
532612,NP_987540.1,45357983.0,550,422287,423252,+,MMP0420,MMP0420,CBS domain Related protein (NCBI),COG3620,K,Predicted transcriptional regulator with C-terminal CBS domains,,,"GO:0008152,GO:0003824",,
532613,NP_987541.1,45357984.0,550,423270,424184,+,MMP0421,MMP0421,conserved hypothetical protein (NCBI),COG4052,R,Uncharacterized protein related to methyl coenzyme M reductase subunit C,TIGR03274 putative methanogenesis marker protein 7,,"GO:0015948,GO:0003824",,
532614,NP_987542.1,45357985.0,550,424215,424667,+,MMP0422,MMP0422,conserved archael hypothetical protein (NCBI),,,,,,,,
532615,NP_987543.1,45357986.0,550,424782,426188,+,MMP0423,MMP0423,hypothetical (NCBI),,,,,,,,
532616,NP_987544.1,45357987.0,550,426530,426315,-,MMP0424,MMP0424,hypothetical (NCBI),,,,,,,,
532617,NP_987545.1,45357988.0,550,426937,427578,+,MMP0425,MMP0425,Conserved hypothetical protein (NCBI),,,,,,"GO:0009396,GO:0005524,GO:0030272",,
532618,NP_987546.1,45357989.0,550,427592,428161,+,MMP0426,MMP0426,Nitroreductase family (NCBI),COG778,C,Nitroreductase,,,"GO:0006118,GO:0016491",,
532619,NP_987547.1,45357990.0,550,429171,428224,-,MMP0427,rfcA,"Replication factor C, small subunit (NCBI)",COG470,L,ATPase involved in DNA replication,,,"GO:0006260,GO:0006310,GO:0005663,GO:0009360,GO:0005634,GO:0009378,GO:0005524,GO:0003887,GO:0003689",,
532620,NP_987548.1,45357991.0,550,430361,429261,-,MMP0428,MMP0428,vanadium nitrogenase-associated related protein N (NCBI),COG2710,C,"Nitrogenase molybdenum-iron protein, alpha and beta chains",TIGR03282 putative methanogenesis marker 13 metalloprotein,Energy metabolism:Methanogenesis,"GO:0006118,GO:0016491",,
532621,NP_987549.1,45357992.0,550,430621,430914,+,MMP0429,MMP0429,Beta-Ig-H3/Fasciclin domain:Protein of unknown function DUF211 (NCBI),COG1888,S,Uncharacterized protein conserved in archaea,,,,,
532622,NP_987550.1,45357993.0,550,430969,431667,+,MMP0430,MMP0430,Conserved hypothetical Archael protein (NCBI),COG1603,J,RNase P/RNase MRP subunit p30,,,"GO:0008033,GO:0004526",3.1.26.5,Ribonuclease P.
532623,NP_987551.1,45357994.0,550,433031,431730,-,MMP0431,MMP0431,Rhodopsin-like GPCR superfamily:Beta-lactamase-like (NCBI),COG1236,J,Predicted exonuclease of the beta-lactamase fold involved in RNA processing,,,"GO:0007186,GO:0016021,GO:0001584,GO:0016787",,
532624,NP_987552.1,45357995.0,550,433202,433963,+,MMP0432,MMP0432,conserved hypothetical protein (NCBI),COG1099,R,Predicted metal-dependent hydrolases with the TIM-barrel fold,,,,,
532625,NP_987553.1,45357996.0,550,433982,434476,+,MMP0433,MMP0433,putative flavodoxin (NCBI),,,,,,"GO:0010181,GO:0016491",,
532626,NP_987554.1,45357997.0,550,434763,434515,-,MMP0434,MMP0434,conserved hypothetical protein (NCBI),COG2155,S,Uncharacterized conserved protein,,,,,
532627,NP_987555.1,45357998.0,550,435021,435635,+,MMP0435,MMP0435,hypothetical protein (NCBI),,,,,,,,
532628,NP_987556.1,45357999.0,550,435636,436586,+,MMP0436,rimK,putative SSU ribosomal protein S6 modification protein (NCBI),COG189,HJ,Glutathione synthase/Ribosomal protein S6 modification enzyme (glutaminyl transferase),,,"GO:0003824,GO:0005524",,
532629,NP_987557.1,45358000.0,550,436573,437676,+,MMP0437,MMP0437,putative A. fulgidus predicted coding region AF2307 (NCBI),COG2170,S,Uncharacterized conserved protein,,,"GO:0006750,GO:0004357",,
532630,NP_987558.1,45358001.0,550,438470,437673,-,MMP0438,MMP0438,putative predicted protein (NCBI),COG1600,C,Uncharacterized Fe-S protein,,,,,
532631,NP_987559.1,45358002.0,550,438564,439478,+,MMP0439,pyrD,Dihydroorotate oxidase (NCBI),COG167,F,Dihydroorotate dehydrogenase,TIGR01037 dihydroorotate dehydrogenase family protein,,"GO:0006222,GO:0006207,GO:0005737,GO:0004152,GO:0004158",1.3.3.1,Dihydroorotate oxidase.
532632,NP_987560.1,45358003.0,550,439634,440197,+,MMP0440,MMP0440,DNA-directed RNA polymerase subunit E' (NCBI),COG1095,K,"DNA-directed RNA polymerase, subunit E'",TIGR00448 DNA-directed RNA polymerase [rpoE],Transcription:DNA-dependent RNA polymerase,"GO:0006350,GO:0005634,GO:0003677,GO:0003901,GO:0003723,GO:0003902,GO:0003899,GO:0003900",2.7.7.6,DNA-directed RNA polymerase.
532633,NP_987561.1,45358004.0,550,440245,440421,+,MMP0441,rpoE2,DNA-directed RNA polymerase subunit E (NCBI),COG2093,K,"DNA-directed RNA polymerase, subunit E''",,,"GO:0045941,GO:0005634,GO:0003899,GO:0003900,GO:0008159,GO:0003901,GO:0008270,GO:0003902",2.7.7.6,DNA-directed RNA polymerase.
532634,NP_987562.1,45358005.0,550,440453,440929,+,MMP0442,MMP0442,conserved hypothetical protein (NCBI),COG1909,S,Uncharacterized protein conserved in archaea,,,,,
532635,NP_987563.1,45358006.0,550,440936,441244,+,MMP0443,MMP0443,SSU ribosomal protein S24E (NCBI),COG2004,J,Ribosomal protein S24E,,,"GO:0006412,GO:0005840,GO:0000166,GO:0003735",,
532636,NP_987564.1,45358007.0,550,441246,441449,+,MMP0444,MMP0444,SSU ribosomal protein S27AE (NCBI),COG1998,J,Ribosomal protein S27AE,,,"GO:0006412,GO:0005840,GO:0003735,GO:0016787",,
532637,NP_987565.1,45358008.0,550,441783,441547,-,MMP0445,MMP0445,hypothetical protein (NCBI),,,,,,,,
532638,NP_987566.1,45358009.0,550,442316,441990,-,MMP0446,MMP0446,Nitrogen fixation-related protein (NCBI),COG1433,S,Uncharacterized conserved protein,,,,,
532639,NP_987567.1,45358010.0,550,442889,442530,-,MMP0447,MMP0447,nitrogenase related protein (NCBI),COG1433,S,Uncharacterized conserved protein,,,,,
532640,NP_987568.1,45358011.0,550,443207,442923,-,MMP0448,MMP0448,hypothetical protein (NCBI),,,,,,,,
532641,NP_987569.1,45358012.0,550,444209,443364,-,MMP0449,MMP0449,ferredoxin (NCBI),COG1149,C,MinD superfamily P-loop ATPase containing an inserted ferredoxin domain,,,"GO:0006118,GO:0009236,GO:0051536,GO:0009055,GO:0042242",,
